"","Kingdom","Phylum","Class","Order","Family","Genus","Species","C1","C10","C12","C13","C15","C17","C18","C19","C20","C21","C3","C4","C5","C8","C9","E1","E10","E2","E6","E9","OTUs"
"334","k__Bacteria","p__Nitrospirota","c__Nitrospiria","o__Nitrospirales","f__Nitrospiraceae","g__GGB63465","s__GGB63465_SGB85773",0,0,0,0,0,0,0,0,0,0,0,3947,0,0,0,0,0,0,0,0,"bOTU_334"
"335","k__Bacteria","p__Chloroflexota","c__CFGB37146","o__OFGB37146","f__FGB37146","g__GGB88549","s__GGB88549_SGB168861",0,0,0,0,0,0,0,0,0,0,0,2305,0,0,0,0,0,0,0,0,"bOTU_335"
"336","k__Bacteria","p__Thermodesulfobacteriota","c__CFGB49326","o__OFGB49326","f__FGB49326","g__GGB90621","s__GGB90621_SGB127269",0,0,0,0,0,0,0,0,0,0,0,9414,0,0,0,0,0,0,0,0,"bOTU_336"
"337","k__Bacteria","p__Pseudomonadota","c__Betaproteobacteria","o__Nitrosomonadales","f__Methylophilaceae","g__GGB59165","s__GGB59165_SGB80923",0,0,0,15415,0,0,8520,0,0,0,0,0,5109339,0,0,0,0,0,424080,0,"bOTU_337"
"338","k__Bacteria","p__Pseudomonadota","c__Betaproteobacteria","o__Nitrosomonadales","f__Gallionellaceae","g__Candidatus_Nitrotoga","s__Candidatus_Nitrotoga_SGB24819",0,0,1660255,58434,5010807,0,12953432,0,0,0,0,0,3900903,0,0,0,28213,0,8390547,0,"bOTU_338"
"339","k__Bacteria","p__Bacteroidota","c__Chitinophagia","o__Chitinophagales","f__Chitinophagaceae","g__GGB14036","s__GGB14036_SGB21464",0,0,0,16510,0,0,41557,0,0,11044,0,0,1538253,566195,0,0,0,0,0,0,"bOTU_339"
"340","k__Archaea","p__Methanobacteriota","c__Methanobacteria","o__Methanobacteriales","f__Methanobacteriaceae","g__GGB35087","s__GGB35087_SGB200214",0,0,7969,9009,0,22126,51157,568013,8203,967839,0,0,720068,1396722,0,8760,8876,133674,3379682,18753,"aOTU_340"
"341","k__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Marinilabiliales","f__Prolixibacteraceae","g__GGB109724","s__GGB109724_SGB197703",0,0,0,13779,0,0,111118,0,0,28721,0,0,847644,9589,0,0,0,0,0,0,"bOTU_341"
"342","k__Bacteria","p__Pseudomonadota","c__Alphaproteobacteria","o__Sphingomonadales","f__Sphingomonadaceae","g__GGB16218","s__GGB16218_SGB90015",0,0,0,6506,0,0,69306,0,0,135461,0,0,503251,0,12112,0,0,0,0,0,"bOTU_342"
"343","k__Bacteria","p__Pseudomonadota","c__Alphaproteobacteria","o__Hyphomicrobiales","f__Methylocystaceae","g__Methylocystis","s__Methylocystis_rosea",0,14475,14378,14391,30668,0,100536,0,0,0,0,0,542672,0,11030,9993,20859,0,0,0,"bOTU_343"
"344","k__Bacteria","p__Pseudomonadota","c__Alphaproteobacteria","o__Hyphomicrobiales","f__Boseaceae","g__Bosea","s__Bosea_sp_RAC05",0,0,16530,0,16854,0,131745,0,0,0,0,0,511204,0,76903,0,0,0,0,0,"bOTU_344"
"345","k__Bacteria","p__Pseudomonadota","c__Betaproteobacteria","o__Nitrosomonadales","f__Thiobacillaceae","g__GGB73360","s__GGB73360_SGB179665",0,357720,156572,239068,139770,0,380830,21778,373268,0,0,0,280795,0,0,0,0,178108,3134121,0,"bOTU_345"
"346","k__Bacteria","p__Actinomycetota","c__Coriobacteriia","o__Anaerosomatales","f__Anaerosomataceae","g__GGB45441","s__GGB45441_SGB63111",0,0,0,3198,0,0,5995,0,0,3404,0,0,177938,69241,0,0,0,0,268268,0,"bOTU_346"
"347","k__Bacteria","p__Bacteroidota","c__Chitinophagia","o__Chitinophagales","f__Chitinophagaceae","g__GGB56779","s__GGB56779_SGB78220",0,0,3216695,17229383,11007,0,7346899,0,0,8885,0,0,245595,0,0,0,0,0,0,0,"bOTU_347"
"348","k__Bacteria","p__Nitrospirota","c__Nitrospiria","o__Nitrospirales","f__Nitrospiraceae","g__GGB43881","s__GGB43881_SGB170894",0,0,297264,471741,1224312,0,0,0,0,0,0,0,239393,0,0,0,16889,0,0,0,"bOTU_348"
"349","k__Bacteria","p__Pseudomonadota","c__Betaproteobacteria","o__Burkholderiales","f__Comamonadaceae","g__Acidovorax","s__Acidovorax_sp_RAC01",0,0,0,0,0,0,0,0,0,0,0,0,161090,0,0,0,0,0,0,0,"bOTU_349"
"350","k__Bacteria","p__Bacteroidota","c__CFGB4833","o__OFGB4833","f__FGB4833","g__GGB37060","s__GGB37060_SGB104661",0,0,0,0,0,0,2318,0,0,0,0,0,36828,19566,0,0,17102,0,0,0,"bOTU_350"
"351","k__Bacteria","p__Bacteroidota","c__CFGB4833","o__OFGB4833","f__FGB4833","g__GGB13943","s__GGB13943_SGB21366",0,0,0,0,0,0,0,0,7193,0,0,0,30745,51187,0,0,0,0,18714,0,"bOTU_351"
"352","k__Bacteria","p__Actinomycetota","c__Actinomycetes","o__Mycobacteriales","f__Nocardiaceae","g__Nocardia","s__Nocardia_salmonicida",0,0,0,0,0,0,0,0,0,0,0,0,58061,0,0,0,0,0,0,0,"bOTU_352"
"353","k__Bacteria","p__Pseudomonadota","c__Betaproteobacteria","o__Nitrosomonadales","f__Nitrosomonadaceae","g__Nitrosospira","s__Nitrosospira_sp_Nsp13",0,0,7609,0,0,0,0,0,0,0,0,0,27465,0,0,0,0,0,8806,0,"bOTU_353"
"354","k__Bacteria","p__Actinomycetota","c__Actinomycetes","o__Propionibacteriales","f__Nocardioidaceae","g__Nocardioides","s__Nocardioides_SGB213469",0,0,26216,23014,0,36959,0,0,0,0,0,0,61225,0,0,0,0,0,0,0,"bOTU_354"
"355","k__Bacteria","p__Firmicutes","c__Clostridia","o__Eubacteriales","f__Eubacteriaceae","g__Acetobacterium","s__Acetobacterium_SGB83043",0,0,0,0,0,0,0,0,7497,9191,0,0,23890,13185,0,0,0,0,10080,0,"bOTU_355"
"356","k__Bacteria","p__Thermodesulfobacteriota","c__CFGB8790","o__OFGB8790","f__FGB8790","g__GGB63214","s__GGB63214_SGB85494",0,13485,9314,9231,6574,6488,76065,0,120087,0,0,0,19457,0,0,0,0,0,4643317,0,"bOTU_356"
"357","k__Bacteria","p__Ignavibacteriota","c__CFGB2452","o__OFGB2452","f__FGB2452","g__GGB6735","s__GGB6735_SGB9528",0,0,55369,0,0,0,0,0,0,0,0,0,48731,0,0,0,0,0,0,0,"bOTU_357"
"358","k__Bacteria","p__Spirochaetota","c__Spirochaetia","o__Leptospirales","f__Leptospiraceae","g__Leptospira","s__Leptospira_sp_GIMC2001",0,0,0,0,0,0,0,0,0,0,0,0,15276,0,0,0,0,0,0,0,"bOTU_358"
"359","k__Bacteria","p__Pseudomonadota","c__Betaproteobacteria","o__Burkholderiales","f__Burkholderiales_unclassified","g__Aquabacterium","s__Aquabacterium_SGB108163",0,0,0,0,0,0,7710,0,0,0,0,0,26252,0,0,0,23852,0,473703,0,"bOTU_359"
"360","k__Bacteria","p__Thermodesulfobacteriota","c__CFGB2255","o__OFGB2255","f__FGB2255","g__GGB32732","s__GGB32732_SGB167305",0,0,27748,10623,9639,0,30147,9162,81530,0,0,0,11708,0,0,0,90077,0,39035,7409,"bOTU_360"
"361","k__Bacteria","p__Campylobacterota","c__Epsilonproteobacteria","o__Campylobacterales","f__Sulfurimonadaceae","g__GGB12419","s__GGB12419_SGB19266",0,0,0,0,0,0,0,0,0,0,0,0,8123,0,0,0,200361,0,4912,0,"bOTU_361"
"362","k__Bacteria","p__Firmicutes","c__CFGB89099","o__OFGB89099","f__FGB89099","g__GGB47356","s__GGB47356_SGB65313",0,0,0,0,0,0,2833,0,0,42688,0,0,5017,19978,0,0,0,0,5987,0,"bOTU_362"
"363","k__Bacteria","p__Pseudomonadota","c__Gammaproteobacteria","o__Chromatiales","f__Ectothiorhodospiraceae","g__GGB32628","s__GGB32628_SGB56951",0,0,26532,0,0,0,14668,0,0,0,0,0,9688,0,0,0,6805,0,0,0,"bOTU_363"
"364","k__Bacteria","p__Thermodesulfobacteriota","c__CFGB10823","o__OFGB10823","f__FGB10823","g__GGB75498","s__GGB75498_SGB103275",0,0,8948,0,0,0,0,0,0,12377,0,0,13482,0,0,0,463078,0,290628,0,"bOTU_364"
"365","k__Bacteria","p__Pseudomonadota","c__Betaproteobacteria","o__Burkholderiales","f__Comamonadaceae","g__Hydrogenophaga","s__Hydrogenophaga_sp_2FB",0,0,0,0,0,0,42039,0,0,0,0,0,75649,0,0,0,0,0,0,0,"bOTU_365"
"366","k__Bacteria","p__Pseudomonadota","c__Alphaproteobacteria","o__Holosporales","f__Candidatus_Paracaedibacteraceae","g__Candidatus_Bodocaedibacter","s__Candidatus_Bodocaedibacter_vickermanii",0,2548,0,0,1855,0,0,0,0,0,0,0,5621,0,0,5293,0,5818,0,0,"bOTU_366"
"367","k__Bacteria","p__Firmicutes","c__CFGB8920","o__OFGB8920","f__FGB8920","g__GGB117422","s__GGB117422_SGB200081",0,0,0,0,0,0,0,0,0,147066,0,0,4861,359418,0,0,0,0,7264,0,"bOTU_367"
"368","k__Bacteria","p__Pseudomonadota","c__Alphaproteobacteria","o__Caulobacterales","f__Caulobacteraceae","g__Brevundimonas","s__Brevundimonas_sp_Root608",0,0,23014,0,6472,0,9195,0,0,0,0,0,8120,0,0,0,0,0,42129,0,"bOTU_368"
"369","k__Bacteria","p__Candidatus_Cryosericota","c__Candidatus_Cryosericia","o__Candidatus_Cryosericales","f__Candidatus_Cryosericaceae","g__Candidatus_Cryosericum","s__Candidatus_Cryosericum_SGB76976",0,0,0,0,0,0,0,0,0,0,0,0,8075,0,0,0,5476,0,0,0,"bOTU_369"
"370","k__Bacteria","p__Firmicutes","c__Clostridia","o__Eubacteriales","f__Eubacteriaceae","g__Acetobacterium","s__Acetobacterium_dehalogenans",0,0,0,0,0,0,0,0,0,0,0,0,10082,0,0,0,0,0,14871,0,"bOTU_370"
"371","k__Bacteria","p__Mycoplasmatota","c__CFGB32834","o__OFGB32834","f__FGB32834","g__GGB32834","s__GGB32834_SGB171976",0,0,0,0,0,0,19546,0,2585,0,0,0,6559,0,0,0,2975,0,0,0,"bOTU_371"
"372","k__Bacteria","p__Chloroflexota","c__Chloroflexota_unclassified","o__Chloroflexota_unclassified","f__Chloroflexota_unclassified","g__GGB61175","s__GGB61175_SGB125194",0,0,21280,124953,82291,0,0,0,9695,0,0,0,11878,0,0,0,0,0,0,0,"bOTU_372"
"373","k__Bacteria","p__Pseudomonadota","c__Gammaproteobacteria","o__Oceanospirillales","f__Halomonadaceae","g__Halomonas","s__Halomonas_alkalicola",0,0,0,0,0,0,0,0,0,0,0,0,20598,0,0,0,0,0,0,0,"bOTU_373"
"374","k__Bacteria","p__Actinomycetota","c__CFGB32794","o__OFGB32794","f__FGB32794","g__GGB44149","s__GGB44149_SGB86674",0,0,18231,0,0,0,0,0,0,0,0,0,21600,0,0,0,0,0,0,0,"bOTU_374"
"375","k__Bacteria","p__Pseudomonadota","c__Alphaproteobacteria","o__Sphingomonadales","f__Sphingosinicellaceae","g__Sphingosinicella","s__Sphingosinicella_SGB138184",0,0,13828,0,9818,0,0,0,0,0,0,0,13355,0,0,0,0,0,0,0,"bOTU_375"
"376","k__Archaea","p__Methanobacteriota","c__Methanobacteria","o__Methanobacteriales","f__Methanobacteriaceae","g__GGB35087","s__GGB35087_SGB39426",0,0,0,0,0,22961,0,67140,0,11705,0,0,60735,137612,0,0,20419,56662,264927,6398989,"aOTU_376"
"377","k__Bacteria","p__Pseudomonadota","c__Alphaproteobacteria","o__Rhodobacterales","f__Paracoccaceae","g__Tabrizicola","s__Tabrizicola_SGB90473",0,0,0,0,0,0,186530,0,0,0,0,0,15104,0,0,0,0,0,6316,0,"bOTU_377"
"378","k__Bacteria","p__Pseudomonadota","c__Alphaproteobacteria","o__Caulobacterales","f__Caulobacteraceae","g__GGB99432","s__GGB99432_SGB133726",0,0,0,0,0,0,0,0,0,0,0,0,18017,0,0,0,0,0,0,0,"bOTU_378"
"379","k__Bacteria","p__Thermodesulfobacteriota","c__CFGB25829","o__OFGB25829","f__FGB25829","g__GGB40222","s__GGB40222_SGB167326",0,0,0,0,0,0,0,0,0,0,0,0,7851,0,0,0,5002,0,0,0,"bOTU_379"
"380","k__Bacteria","p__Thermodesulfobacteriota","c__CFGB2255","o__OFGB2255","f__FGB2255","g__GGB6301","s__GGB6301_SGB51884",0,0,0,0,0,0,0,0,0,0,0,0,12975,0,0,0,17430,0,18206,0,"bOTU_380"
"381","k__Bacteria","p__Thermodesulfobacteriota","c__Desulfobaccia","o__Desulfobaccales","f__Desulfobaccaceae","g__GGB35296","s__GGB35296_SGB168016",0,0,79286,115997,13733,0,79650,47210,39796,0,0,0,16776,11474,0,0,25732,0,140484,0,"bOTU_381"
"382","k__Bacteria","p__Thermodesulfobacteriota","c__CFGB8790","o__OFGB8790","f__FGB8790","g__GGB139140","s__GGB139140_SGB167591",0,0,19628,0,0,0,0,0,0,0,0,0,23591,30135,0,0,29059,0,303810,0,"bOTU_382"
"383","k__Bacteria","p__Campylobacterota","c__Epsilonproteobacteria","o__Campylobacterales","f__Sulfurimonadaceae","g__GGB55906","s__GGB55906_SGB204206",0,0,0,0,0,0,0,0,0,0,0,0,28993,0,0,0,95810,0,0,0,"bOTU_383"
"384","k__Bacteria","p__Pseudomonadota","c__Alphaproteobacteria","o__Hyphomicrobiales","f__Reyranellaceae","g__Reyranella","s__Reyranella_SGB24351",0,0,0,0,0,0,0,0,0,0,0,0,28941,0,0,0,19441,0,0,0,"bOTU_384"
"385","k__Bacteria","p__Thermodesulfobacteriota","c__CFGB2255","o__OFGB2255","f__FGB2255","g__GGB138967","s__GGB138967_SGB60981",0,0,37094,0,8860,0,24410,0,22124,23779,0,0,20737,0,0,0,25247,0,24367,0,"bOTU_385"
"386","k__Bacteria","p__Pseudomonadota","c__Betaproteobacteria","o__Nitrosomonadales","f__Sulfuricellaceae","g__Sulfuricella","s__Sulfuricella_sp_T08",0,0,20066,0,0,0,0,0,0,555835,0,0,26033,48280,0,0,0,0,45035,0,"bOTU_386"
"387","k__Bacteria","p__Firmicutes","c__Clostridia","o__Eubacteriales","f__Desulfitobacteriaceae","g__Desulfosporosinus","s__Desulfosporosinus_fructosivorans",0,0,38321,0,7798,0,0,0,0,0,0,0,15651,0,0,0,0,0,0,0,"bOTU_387"
"388","k__Bacteria","p__Pseudomonadota","c__Betaproteobacteria","o__Burkholderiales","f__Comamonadaceae","g__Curvibacter","s__Curvibacter_SGB108224",0,0,40721,0,0,0,59858,0,0,0,0,0,1064502,0,0,0,0,0,61332,0,"bOTU_388"
"389","k__Bacteria","p__Bacteroidota","c__Sphingobacteriia","o__Sphingobacteriales","f__Sphingobacteriaceae","g__GGB2275","s__GGB2275_SGB3126",0,0,38875,0,0,0,857331,0,0,0,0,0,40773,0,0,0,0,0,66553,0,"bOTU_389"
"390","k__Bacteria","p__Actinomycetota","c__Actinomycetes","o__Micrococcales","f__Microbacteriaceae","g__Pseudolysinimonas","s__Pseudolysinimonas_yzui",0,0,0,0,0,0,0,0,0,0,0,0,15842,0,0,0,0,0,0,0,"bOTU_390"
"391","k__Bacteria","p__Pseudomonadota","c__Alphaproteobacteria","o__Hyphomicrobiales","f__Reyranellaceae","g__Reyranella","s__Reyranella_SGB89885",0,0,0,22523,45974,0,85061,0,0,0,0,0,44943,0,63665,0,0,0,244607,0,"bOTU_391"
"392","k__Bacteria","p__Firmicutes","c__Bacilli","o__Bacillales","f__Bacillaceae","g__Alkalicoccus","s__Alkalicoccus_saliphilus",0,0,0,0,0,0,0,0,0,0,0,0,4242,0,0,0,3311,0,0,0,"bOTU_392"
"393","k__Bacteria","p__Actinomycetota","c__Actinomycetes","o__Propionibacteriales","f__Nocardioidaceae","g__Nocardioides","s__Nocardioides_marmoriginsengisoli",0,0,0,0,0,0,0,0,0,0,0,0,14453,0,0,0,0,0,0,0,"bOTU_393"
"394","k__Bacteria","p__Firmicutes","c__Clostridia","o__Eubacteriales","f__Eubacteriaceae","g__Acetobacterium","s__Acetobacterium_bakii",0,0,0,0,0,0,0,0,0,0,0,0,5360,0,0,0,0,0,0,0,"bOTU_394"
"395","k__Bacteria","p__Pseudomonadota","c__Alphaproteobacteria","o__Hyphomicrobiales","f__Methylocystaceae","g__Methylocystis","s__Methylocystis_hirsuta",0,0,14277,0,47969,0,0,0,0,0,0,0,108471,0,0,0,0,0,0,0,"bOTU_395"
"396","k__Bacteria","p__Pseudomonadota","c__Gammaproteobacteria","o__Pseudomonadales","f__Pseudomonadaceae","g__Pseudomonas","s__Pseudomonas_brenneri",0,0,0,0,0,0,0,0,0,0,0,0,19059,0,0,0,0,0,0,0,"bOTU_396"
"397","k__Bacteria","p__Pseudomonadota","c__CFGB33292","o__OFGB33292","f__FGB33292","g__GGB44396","s__GGB44396_SGB179327",0,0,75479,0,12078,0,60654,0,0,0,0,0,6795,0,0,0,0,0,0,0,"bOTU_397"
"398","k__Bacteria","p__Thermodesulfobacteriota","c__CFGB14692","o__OFGB14692","f__FGB14692","g__GGB62993","s__GGB62993_SGB85228",0,0,0,0,0,0,0,0,0,0,0,0,15456,0,0,0,13029,0,0,0,"bOTU_398"
"399","k__Bacteria","p__Pseudomonadota","c__Betaproteobacteria","o__Burkholderiales","f__Oxalobacteraceae","g__Herminiimonas","s__Herminiimonas_arsenitoxidans",0,0,0,0,0,0,51299,0,0,0,0,0,4009,12314,0,0,0,0,0,0,"bOTU_399"
"400","k__Bacteria","p__Pseudomonadota","c__Betaproteobacteria","o__Nitrosomonadales","f__Sterolibacteriaceae","g__Sulfuritalea","s__Sulfuritalea_SGB88234",0,0,16718,12307,36548,0,0,0,0,0,0,0,11998,0,0,0,0,0,0,0,"bOTU_400"
"401","k__Bacteria","p__Pseudomonadota","c__Betaproteobacteria","o__Burkholderiales","f__Comamonadaceae","g__Caenimonas","s__Caenimonas_sp_SL110",0,0,0,0,0,0,0,0,0,0,0,0,19216,0,0,0,5022,0,0,0,"bOTU_401"
"402","k__Bacteria","p__Planctomycetota","c__CFGB34599","o__OFGB34599","f__FGB34599","g__GGB36411","s__GGB36411_SGB53290",0,0,4341,0,0,0,0,0,0,0,0,0,3336,0,0,0,0,0,0,0,"bOTU_402"
"403","k__Bacteria","p__Thermomicrobiota","c__CFGB2607","o__OFGB2607","f__FGB2607","g__GGB78405","s__GGB78405_SGB174169",0,0,119297,13071,115235,0,10547,9253,11820,12337,0,0,8178,0,8901,0,9940,0,20734,0,"bOTU_403"
"404","k__Bacteria","p__Pseudomonadota","c__Alphaproteobacteria","o__Caulobacterales","f__Caulobacteraceae","g__Phenylobacterium","s__Phenylobacterium_sp_Root700",0,0,0,0,0,0,0,0,0,0,0,0,103911,0,0,0,46549,0,0,0,"bOTU_404"
"405","k__Bacteria","p__Thermodesulfobacteriota","c__CFGB2255","o__OFGB2255","f__FGB2255","g__GGB138967","s__GGB138967_SGB167310",0,0,27369,22780,13100,0,383993,0,43928,80521,0,0,10633,0,0,0,560758,0,18795,0,"bOTU_405"
"406","k__Archaea","p__Methanobacteriota","c__Methanomicrobia","o__Methanomicrobiales","f__Methanoregulaceae","g__GGB103011","s__GGB103011_SGB147861",0,0,0,0,0,0,6395,0,0,298275,0,0,9215,52822,0,0,10240,0,26025,657235,"aOTU_406"
"407","k__Bacteria","p__Pseudomonadota","c__Betaproteobacteria","o__Burkholderiales","f__Sphaerotilaceae","g__Methylibium","s__Methylibium_petroleiphilum",0,0,30703,0,0,0,0,0,0,0,0,0,19686,0,0,0,0,0,0,0,"bOTU_407"
"408","k__Bacteria","p__Thermodesulfobacteriota","c__CFGB8790","o__OFGB8790","f__FGB8790","g__GGB139140","s__GGB139140_SGB167592",0,0,0,0,0,0,0,0,0,0,0,0,34001,0,0,0,28781,0,214648,0,"bOTU_408"
"409","k__Bacteria","p__Pseudomonadota","c__Alphaproteobacteria","o__Caulobacterales","f__Caulobacteraceae","g__GGB7913","s__GGB7913_SGB11785",0,0,0,0,57105,0,0,49443,0,0,0,0,46889,0,49668,0,0,0,0,0,"bOTU_409"
"410","k__Bacteria","p__Bacteroidota","c__Flavobacteriia","o__Flavobacteriales","f__Flavobacteriaceae","g__GGB14257","s__GGB14257_SGB21740",0,0,0,7410,0,0,0,0,0,0,0,0,4350,28622,0,0,249815,0,20583,0,"bOTU_410"
"411","k__Bacteria","p__Pseudomonadota","c__Alphaproteobacteria","o__Hyphomicrobiales","f__Boseaceae","g__Bosea","s__Bosea_sp_Leaf344",0,0,0,0,0,0,0,0,0,0,0,0,6411,0,0,0,0,0,0,0,"bOTU_411"
"412","k__Bacteria","p__Pseudomonadota","c__Alphaproteobacteria","o__Caulobacterales","f__Caulobacteraceae","g__Brevundimonas","s__Brevundimonas_denitrificans",0,0,94653,0,0,0,0,0,0,0,0,0,22547,0,0,0,13792,0,0,0,"bOTU_412"
"413","k__Bacteria","p__Firmicutes","c__Bacilli","o__Bacillales","f__Bacillaceae","g__Alkalicoccus","s__Alkalicoccus_luteus",0,0,0,0,0,0,0,0,0,0,0,0,3289,0,0,0,0,0,0,0,"bOTU_413"
"414","k__Bacteria","p__Pseudomonadota","c__Betaproteobacteria","o__Nitrosomonadales","f__Methylophilaceae","g__GGB59165","s__GGB59165_SGB80923",0,0,0,15415,0,0,8520,0,0,0,0,0,5109339,0,0,0,0,0,424080,0,"bOTU_414"
"415","k__Bacteria","p__Pseudomonadota","c__Betaproteobacteria","o__Nitrosomonadales","f__Gallionellaceae","g__Candidatus_Nitrotoga","s__Candidatus_Nitrotoga_SGB24819",0,0,1660255,58434,5010807,0,12953432,0,0,0,0,0,3900903,0,0,0,28213,0,8390547,0,"bOTU_415"
"416","k__Bacteria","p__Bacteroidota","c__Chitinophagia","o__Chitinophagales","f__Chitinophagaceae","g__GGB14036","s__GGB14036_SGB21464",0,0,0,16510,0,0,41557,0,0,11044,0,0,1538253,566195,0,0,0,0,0,0,"bOTU_416"
"417","k__Archaea","p__Methanobacteriota","c__Methanobacteria","o__Methanobacteriales","f__Methanobacteriaceae","g__GGB35087","s__GGB35087_SGB200214",0,0,7969,9009,0,22126,51157,568013,8203,967839,0,0,720068,1396722,0,8760,8876,133674,3379682,18753,"aOTU_417"
"418","k__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Marinilabiliales","f__Prolixibacteraceae","g__GGB109724","s__GGB109724_SGB197703",0,0,0,13779,0,0,111118,0,0,28721,0,0,847644,9589,0,0,0,0,0,0,"bOTU_418"
"419","k__Bacteria","p__Pseudomonadota","c__Alphaproteobacteria","o__Sphingomonadales","f__Sphingomonadaceae","g__GGB16218","s__GGB16218_SGB90015",0,0,0,6506,0,0,69306,0,0,135461,0,0,503251,0,12112,0,0,0,0,0,"bOTU_419"
"420","k__Bacteria","p__Pseudomonadota","c__Alphaproteobacteria","o__Hyphomicrobiales","f__Methylocystaceae","g__Methylocystis","s__Methylocystis_rosea",0,14475,14378,14391,30668,0,100536,0,0,0,0,0,542672,0,11030,9993,20859,0,0,0,"bOTU_420"
"421","k__Bacteria","p__Pseudomonadota","c__Alphaproteobacteria","o__Hyphomicrobiales","f__Boseaceae","g__Bosea","s__Bosea_sp_RAC05",0,0,16530,0,16854,0,131745,0,0,0,0,0,511204,0,76903,0,0,0,0,0,"bOTU_421"
"422","k__Bacteria","p__Pseudomonadota","c__Betaproteobacteria","o__Nitrosomonadales","f__Thiobacillaceae","g__GGB73360","s__GGB73360_SGB179665",0,357720,156572,239068,139770,0,380830,21778,373268,0,0,0,280795,0,0,0,0,178108,3134121,0,"bOTU_422"
"423","k__Bacteria","p__Actinomycetota","c__Coriobacteriia","o__Anaerosomatales","f__Anaerosomataceae","g__GGB45441","s__GGB45441_SGB63111",0,0,0,3198,0,0,5995,0,0,3404,0,0,177938,69241,0,0,0,0,268268,0,"bOTU_423"
"424","k__Bacteria","p__Bacteroidota","c__Chitinophagia","o__Chitinophagales","f__Chitinophagaceae","g__GGB56779","s__GGB56779_SGB78220",0,0,3216695,17229383,11007,0,7346899,0,0,8885,0,0,245595,0,0,0,0,0,0,0,"bOTU_424"
"425","k__Bacteria","p__Nitrospirota","c__Nitrospiria","o__Nitrospirales","f__Nitrospiraceae","g__GGB43881","s__GGB43881_SGB170894",0,0,297264,471741,1224312,0,0,0,0,0,0,0,239393,0,0,0,16889,0,0,0,"bOTU_425"
"426","k__Bacteria","p__Pseudomonadota","c__Betaproteobacteria","o__Burkholderiales","f__Comamonadaceae","g__Acidovorax","s__Acidovorax_sp_RAC01",0,0,0,0,0,0,0,0,0,0,0,0,161090,0,0,0,0,0,0,0,"bOTU_426"
"427","k__Bacteria","p__Bacteroidota","c__CFGB4833","o__OFGB4833","f__FGB4833","g__GGB37060","s__GGB37060_SGB104661",0,0,0,0,0,0,2318,0,0,0,0,0,36828,19566,0,0,17102,0,0,0,"bOTU_427"
"428","k__Bacteria","p__Bacteroidota","c__CFGB4833","o__OFGB4833","f__FGB4833","g__GGB13943","s__GGB13943_SGB21366",0,0,0,0,0,0,0,0,7193,0,0,0,30745,51187,0,0,0,0,18714,0,"bOTU_428"
"429","k__Bacteria","p__Actinomycetota","c__Actinomycetes","o__Mycobacteriales","f__Nocardiaceae","g__Nocardia","s__Nocardia_salmonicida",0,0,0,0,0,0,0,0,0,0,0,0,58061,0,0,0,0,0,0,0,"bOTU_429"
"430","k__Bacteria","p__Pseudomonadota","c__Betaproteobacteria","o__Nitrosomonadales","f__Nitrosomonadaceae","g__Nitrosospira","s__Nitrosospira_sp_Nsp13",0,0,7609,0,0,0,0,0,0,0,0,0,27465,0,0,0,0,0,8806,0,"bOTU_430"
"431","k__Bacteria","p__Actinomycetota","c__Actinomycetes","o__Propionibacteriales","f__Nocardioidaceae","g__Nocardioides","s__Nocardioides_SGB213469",0,0,26216,23014,0,36959,0,0,0,0,0,0,61225,0,0,0,0,0,0,0,"bOTU_431"
"432","k__Bacteria","p__Firmicutes","c__Clostridia","o__Eubacteriales","f__Eubacteriaceae","g__Acetobacterium","s__Acetobacterium_SGB83043",0,0,0,0,0,0,0,0,7497,9191,0,0,23890,13185,0,0,0,0,10080,0,"bOTU_432"
"433","k__Bacteria","p__Thermodesulfobacteriota","c__CFGB8790","o__OFGB8790","f__FGB8790","g__GGB63214","s__GGB63214_SGB85494",0,13485,9314,9231,6574,6488,76065,0,120087,0,0,0,19457,0,0,0,0,0,4643317,0,"bOTU_433"
"434","k__Bacteria","p__Ignavibacteriota","c__CFGB2452","o__OFGB2452","f__FGB2452","g__GGB6735","s__GGB6735_SGB9528",0,0,55369,0,0,0,0,0,0,0,0,0,48731,0,0,0,0,0,0,0,"bOTU_434"
"435","k__Bacteria","p__Spirochaetota","c__Spirochaetia","o__Leptospirales","f__Leptospiraceae","g__Leptospira","s__Leptospira_sp_GIMC2001",0,0,0,0,0,0,0,0,0,0,0,0,15276,0,0,0,0,0,0,0,"bOTU_435"
"436","k__Bacteria","p__Pseudomonadota","c__Betaproteobacteria","o__Burkholderiales","f__Burkholderiales_unclassified","g__Aquabacterium","s__Aquabacterium_SGB108163",0,0,0,0,0,0,7710,0,0,0,0,0,26252,0,0,0,23852,0,473703,0,"bOTU_436"
"437","k__Bacteria","p__Thermodesulfobacteriota","c__CFGB2255","o__OFGB2255","f__FGB2255","g__GGB32732","s__GGB32732_SGB167305",0,0,27748,10623,9639,0,30147,9162,81530,0,0,0,11708,0,0,0,90077,0,39035,7409,"bOTU_437"
"438","k__Bacteria","p__Campylobacterota","c__Epsilonproteobacteria","o__Campylobacterales","f__Sulfurimonadaceae","g__GGB12419","s__GGB12419_SGB19266",0,0,0,0,0,0,0,0,0,0,0,0,8123,0,0,0,200361,0,4912,0,"bOTU_438"
